company name,index,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
威盛,2388,4.88,2.41,9.58,6.9,4.48,2.3,13.2,10.29,7.53,3.42,12.33,8.5,4.98,1.98,9.05,6.84,4.56,2.56
云辰,2390,2.01,1.08,4.07,2.91,1.85,1.01,5.83,4.6,3.2,1.15,4.08,3.02,2.07,0.87,4.28,3.15,1.97,1.08
正崴,2392,71.83,35.84,211.26,146.7,84.18,42.05,177.75,121.32,80.62,46.42,211.46,142.91,94,53.77,208.39,138.47,83.53,41.06
億光,2393,32.03,15.8,66.14,48.94,32.74,16.57,71.33,52.33,32.44,14.59,58.4,42.39,25.88,11.87,45.49,33.19,21.39,10.02
研華,2395,32.86,15.92,60.14,44.71,29.77,13.9,56.71,42.13,27.65,12.93,54.08,39.49,25.47,11.69,48.85,36.47,23.96,11.11
友通,2397,17.28,8.41,27.1,20.48,13.72,6.14,23.23,17.26,11.55,5.77,20.13,15.45,9.56,4.17,16.87,12.44,7.78,3.68
映泰,2399,8.39,4.37,15.89,12.92,7.92,3.96,23.31,19.72,13.33,7.04,25.88,19.21,12.98,6.51,30.08,23.25,15.73,8.23
凌陽,2401,6.6,3.06,14.39,10.9,7.1,3.17,13.38,10.05,6.29,2.48,14.48,10.93,7,2.98,14.64,11.46,7.27,3.04
毅嘉,2402,9.08,4.32,22.86,17.71,11.83,5.82,32.95,25.58,17.45,8.17,28.88,20.62,12.89,5.45,26.82,19.28,12.41,6.68
漢唐,2404,34.74,16.99,52.16,37.68,24.27,10.62,29.27,17.35,10.66,5.85,48.21,36.94,26.53,12.95,38.59,26.51,17.31,8.81
浩鑫,2405,5.73,2.61,14.81,11.4,7.06,3.45,19.92,16.18,11.78,6.26,46.97,34.54,20.47,8.89,41.67,31.66,17.51,7.36
國碩,2406,31.59,16.39,60.45,41.47,24.73,11.4,43.22,31.66,21.97,10.18,29.3,20.35,14.03,6.74,21.19,16.75,12.07,5.58
南亞科,2408,7.03,3.78,18.07,13.81,9.55,4.95,20.39,15.23,9.8,4.85,1.89,1.44,0.96,0.37,1.41,1.1,0.8,0.37
友達,2409,15.71,7.39,37.44,28.77,19.49,9.9,42.41,31.45,20.35,9.75,43.26,32.59,21.46,9.79,42.88,31.62,19.97,9.19
中華電,2412,14.58,7.34,29.88,21.86,14.62,7.28,29.21,21.52,14.29,7.1,29.39,21.81,14.5,7.3,28.38,21.14,14.13,7.14
環科,2413,16.55,8.5,34.61,25.75,16.65,8.02,33.96,25.67,17.21,8.19,32.88,23.92,16.09,8.06,27.53,19.16,12.02,5.6
精技,2414,46.33,22.63,97.23,70.64,45.05,21.71,95.41,70.66,44.63,20.97,89.59,64.2,40.96,20.23,95.61,70.77,44.78,21.63
錩新,2415,12.31,5.71,23.74,17.52,11.08,5.35,23.4,17.72,11.63,5.51,20.34,14.99,9.58,4.42,20.74,16,10.6,4.98
圓剛,2417,6.25,2.82,11.58,8.7,5.48,2.64,13.4,10.38,6.75,3.31,5.25,3.96,2.66,1.39,6.4,4.95,3.54,1.92
仲琦,2419,17.98,9.03,36.01,25.75,17.27,8.18,26.43,18.38,11.81,6.46,32.62,23.25,16.72,6.43,36.12,26.25,18.1,8.91
新巨,2420,10.32,5.36,21.71,16.18,10.73,5.26,22.32,16.95,11.13,5.66,22.84,17.24,11.29,5.63,22.8,17.56,11.48,5.42
建準,2421,19.06,9.08,40.69,30.05,18.93,9.16,37.99,28.08,18.03,8.04,32.9,23.99,15.1,6.66,30.72,23.6,15.09,6.98
固緯,2423,6.88,3.42,15.61,10.83,7.05,3.39,16.47,11.92,7.77,3.6,17.13,12.35,8.11,3.77,16.21,11.6,7.7,3.4
隴華,2424,0.07,0.05,0.15,0.08,0.06,0.05,1.71,1.64,1.5,0.37,15.18,5.07,4.15,0.64,3.09,2.86,1.72,1.09
承啟,2425,30.29,13.81,67.59,49.68,32.57,15.73,53.68,39.94,27.8,17.81,64.96,44.72,27.2,12.01,25.43,15.61,8.62,2.51
鼎元,2426,5.15,2.46,12.25,9.34,6.27,2.96,20.35,16.31,11.54,5.49,11.63,7.45,4.65,2.16,9.38,7.33,5.03,2.39
三商電,2427,5.8,2.95,12.28,6.75,4.48,2.48,10.45,6.47,4.46,2.18,11.9,8.69,5.81,3.29,11.53,7.27,5.24,2.75
興勤,2428,19.85,9.07,39.93,29.64,18.73,8.61,35.81,26.48,16.81,7.9,33.64,24.74,15.88,7.02,32.47,24.54,16.25,7.55
銘旺科,2429,13.89,6.25,20.34,14.89,9.84,4.92,22.38,17.25,11.93,5.38,17.25,13.14,8.85,4.39,37.18,27.83,16.95,7.86
燦坤,2430,70.14,38.02,137.23,104.23,70.56,36.08,139.64,106.63,69.63,40.48,153.39,114.75,75.56,38.86,171.97,133.23,86.24,44.49
聯昌,2431,13.48,7.44,32.78,25.79,18.52,10.92,38.84,28.06,16.66,7.64,23.19,16.65,9.8,5.06,22.04,16.2,10.4,5.61
互盛電,2433,11.48,5.58,20.43,14.81,9.56,4.6,16.42,11.86,7.67,3.71,13.8,10.11,6.64,3.24,13.06,9.72,6.47,3.19
統懋,2434,0.95,0.46,1.96,1.42,0.91,0.42,2.32,1.79,1.25,0.58,3.22,2.43,1.75,0.85,3.61,2.55,1.79,0.81
偉詮電,2436,4.2,1.99,8.04,5.89,3.75,1.81,8.48,6.45,3.95,1.83,8.28,6.04,3.84,1.77,7.94,6.1,3.98,1.83
旺詮,2437,29.51,14.02,61.08,46.23,30.18,14.48,60,43.2,25.64,11.57,49.79,36.34,22.58,10.04,42.66,31.88,19.99,8.12
翔耀,2438,2.22,1.21,8.11,5.77,3.61,1.8,4.68,2.92,1.2,0.1,0.67,0.58,0.38,0.12,0.54,0.41,0.25,0.15
美律,2439,32.64,12.53,66.98,47.3,29.11,14.82,66.56,48.93,30.21,14.39,63.89,42.72,25.56,12.93,46.37,33.75,23.54,12.6
太空梭,2440,7.49,3.43,17.54,13.18,8.75,4.15,18.23,13.46,9.08,4.54,15.61,11.43,7.24,2.95,15.61,11.6,7.51,3.53
超豐,2441,8.74,4.35,16.77,12.35,8.31,4.1,18.16,13.9,9.06,4.28,16.16,11.92,7.73,3.67,16.38,12.73,8.36,3.67
新美齊,2442,4.37,2.02,6.2,4.57,3.07,1.88,5.26,4.02,2.22,1.14,4.61,3.25,2.05,0.93,5.37,3.57,2.21,1.04
新利虹,2443,1.8,0.88,3.28,2.28,1.16,0.43,2.38,1.77,1.26,0.65,3.54,2.73,1.74,0.78,2.36,1.91,1.5,0.74
友旺,2444,8.89,4.19,19.04,14.1,9.16,4.21,19.11,13.68,9.14,4.09,11.42,8.6,5.5,2.4,14.74,11.93,7.96,3.73
晶電,2448,11.83,5.68,23.8,18.28,12.52,6.2,25.3,20.08,13.12,5.7,23.86,17.33,11.15,4.64,21.48,16.69,10.57,4.58
京元電子,2449,8.06,3.73,14.74,11.04,7.24,3.5,13.65,10.11,6.42,2.96,12.32,9.22,6,2.84,12.2,9.05,5.68,2.65
神腦,2450,65.65,34.26,143.23,105.89,73.25,36.71,160.12,118.61,83.18,40.87,165.61,125.11,83.29,43.06,136.08,101.6,67.22,34.46
創見,2451,25.49,13.11,57.84,42.35,28.22,14.23,63.19,46.99,31.23,15.77,60.64,45.06,30.22,16.37,60.86,45.1,28.47,14.39
凌群,2453,16.74,8.12,39.04,25.33,15.41,7.54,46.29,31.89,21.74,9.01,48.68,32.81,22.03,9.77,53.16,37.96,25.59,10.48
聯發科,2454,81.58,35.51,136.37,96.91,60.48,30.4,136.26,100.8,64.04,29.42,101.41,71.74,42.67,17.87,73.99,54.06,32.09,14.62
全新,2455,7.08,3.65,9.7,7.16,4.77,2.13,8.41,6.12,3.66,1.53,8.72,7.07,5.1,2.18,9.12,7.36,5.43,2.81
奇力新,2456,19.4,9.5,37.49,28.14,18.56,9.13,31.1,23.02,14.65,7.13,26.26,20.26,13.25,6.41,23.3,17.63,11.53,5.47
飛宏,2457,18.22,9.29,40.06,29.09,18.51,8.88,44.78,33.96,21.85,10,43.59,32.62,20.32,9.41,42.87,32.04,20.84,9.56
義隆,2458,7.09,3.36,15.86,11.74,7.69,4.05,18.46,13.98,9.17,4.1,19.12,14.53,9.88,4.58,18.68,13.85,8.68,3.9
敦吉,2459,54.46,23.44,103.6,77.79,51.08,22.07,93.56,69.34,42.97,18.72,94.84,70.6,42.74,19.11,93.85,71.76,46.97,21
建通,2460,9.94,4.5,22.03,16.45,10.73,5.05,22.99,17.16,11.21,4.97,23.44,17.22,11,5.25,22.84,17.12,11.25,5.31
光群雷,2461,16.29,8.74,30.62,22.3,14.3,7.11,26.81,19.97,13.04,6.29,25.58,18.86,12.57,6.54,26.94,18.89,10.92,5.34
良得電,2462,13.03,6.05,39.58,29.36,19.38,9.55,42.68,31.51,19.9,9.05,51.81,37.93,24.41,12.01,55.05,41.45,27.34,13.12
盟立,2464,23.11,11.67,43.4,30.19,19.18,9.23,37.6,27.56,17.99,8.37,36.11,26.84,17.53,8.47,31.9,22.44,15.21,7.89
麗臺,2465,12.48,5.79,23.11,15.95,10.54,5.05,19.87,14.68,9.62,5.03,18.75,13.54,8.49,3.97,21.18,15.9,10.29,4.94
冠西電,2466,4.97,1.73,7.51,5.98,3.32,1.59,8.85,6.68,3.56,1.6,9.84,7.25,3.53,1.6,13.74,11.14,3.99,1.52
志聖,2467,12.43,6.06,21.18,15.66,10.23,4.04,23.56,17.3,11.93,5.38,21.65,16.34,10.75,3.82,23.01,17.19,11.01,4.77
華經,2468,9.55,4.45,20.79,14.59,9.77,4.56,21.89,16.16,10.82,5.82,20.78,14.49,9.65,4.48,23.29,16.68,10.97,5.05
資通,2471,6.96,4.15,13.47,9.13,6.03,2.96,13.71,8.8,5.95,3.03,13.28,9.51,6.92,3.6,14.51,10.81,6.97,3.48
立隆電,2472,22.73,10.89,44.9,33.86,22.88,11.17,39.34,29.64,19.25,8.85,37,27.5,18.09,7.98,37.2,28.31,18.24,8.58
可成,2474,44.61,21.86,106.98,76.5,48.71,22.59,71.75,49.67,30.81,13.52,57.61,40.14,26.23,12.3,49.33,36.12,24.38,11.53
華映,2475,2.95,1.46,7.3,5.6,3.81,2.04,8.7,6.48,4.45,2.31,9.05,6.67,4.28,1.94,7.45,5.49,3.47,1.76
鉅祥,2476,12.63,5.89,26.36,19.75,12.77,6.11,26.34,19.86,12.9,6.26,18.75,13.92,8.76,3.94,18.28,13.9,8.88,4.11
美隆電,2477,6.37,3.11,17.59,12.65,7.42,3.48,15.72,11.16,6.82,3.31,27.14,22.22,7.54,3.54,22.33,15.94,10.17,4.27
大毅,2478,10.37,4.95,15.44,11.54,7.55,3.59,15.76,11.87,7.68,3.54,15.5,11.5,7.32,3.44,14.9,11.5,7.36,3.44
敦陽科,2480,14.19,7.34,33.12,25.42,16.08,7.99,33.19,22.98,13.52,6.48,27.47,20.19,13.51,6.54,31.35,24.52,17.19,8.51
強茂,2481,17.99,8.69,42.31,32.63,23.54,10.87,45.22,34.04,22.48,9.88,37.19,27,16.76,7.4,34.66,25.49,16.7,7.91
連宇,2482,6.86,3.35,13.61,10.69,6.93,3.34,11.81,8.45,5.22,2.23,11.44,8.31,5.75,2.3,13.26,10.23,7.6,3.8
百容,2483,7.18,3.36,14.11,10.65,6.99,3.3,14.7,11.35,7.41,3.39,14.32,10.92,7.06,3.2,13.46,10.47,7.07,3.23
希華,2484,8.98,4.45,17.52,13.3,8.53,4.43,17.11,12.51,7.61,3.65,15.77,11.6,7.43,3.47,14.61,11.18,7.43,3.51
兆赫,2485,24.53,13.04,35.43,24.02,15.12,7.24,24.2,16.98,10.86,5.65,26.36,19.44,11.85,5.05,24.71,19.99,13.18,6.47
一詮,2486,12.74,6.2,31.4,24.41,16.55,7.95,34.56,27.02,17.44,7.65,32.88,25.23,16.66,7.38,32.33,23.91,13.81,6.15
漢平,2488,18.48,8.33,30.04,20.99,12.77,6.09,25.21,17.61,11.66,5.45,29.66,19.83,11.59,4.68,19.41,12.74,8.43,3.6
瑞軒,2489,13.12,4.81,25.54,16.67,9.13,3.36,21.38,15.51,12.07,6.87,36.46,25.84,16.31,7.94,72.95,56.13,36.25,17.47
吉祥全,2491,2.24,1.08,5.6,4.32,2.9,1.34,10.16,7.8,5.53,2.91,15.01,11.61,8.08,3.83,14.77,11.04,6.73,3.28
華新科,2492,17.14,8.18,28.86,21.39,13.66,6.69,21.39,15.95,10.14,4.74,19.14,14.19,9.22,4.22,18.9,14.61,9.59,4.46
揚博,2493,10.35,5.51,19.23,14.66,9.86,4.99,20.62,15.34,9.88,4.62,19.2,14.82,10.02,4.85,20.05,15.01,9.72,4.59
普安,2495,3.03,1.4,6.42,4.39,2.87,1.41,6.07,4.18,2.65,1.3,6.01,4.34,2.94,1.54,6.92,5.14,3.48,1.69
卓越,2496,5.88,3.53,3.14,1.92,1.19,0.63,2.77,2.01,1.57,0.86,3.88,2.93,2.14,1.2,6.33,4.61,2.48,1.05
怡利電,2497,11.97,5.4,28,22.35,14.61,7.3,30.22,22.22,15.09,8.02,27.67,19.58,11.39,4.69,24.25,18.78,12.04,5.78
宏達電,2498,40.93,18.01,147,115.9,90.04,50.16,226.94,169.13,118.57,40,247.02,194.92,137.78,51.96,347.7,275.51,191.08,81.55
東貝,2499,13.17,6.34,26.74,20,14.57,7.38,28.15,21.07,12.36,5.96,22.17,17.28,11.87,5.6,22.57,15.87,8.53,2.97
國建,2501,6.62,1.86,5.95,4.03,3.61,2.36,5.97,2.88,1.87,0.63,4.91,4.22,3.35,0.89,4.85,3.89,2.39,0.76
國產,2504,10,4.93,19.76,14.6,9.83,5.08,23.22,16.86,10.93,5.11,20.94,14.82,9.39,4.47,17.32,12.41,7.93,3.65
國揚,2505,0.98,0.12,5.2,3.97,3.29,0.11,3.09,2.87,2.09,1.49,21.09,9.95,9.92,4.23,12.77,2.77,1.83,0.71
太設,2506,2.71,0.97,5.77,4.25,3.29,2.06,10.69,7.12,3.1,1.33,8.89,6.93,5.65,1.61,19.33,12.63,8.47,3.71
全坤建,2509,2.07,1.25,25.59,2.15,0.39,0.08,0.24,0.16,0.11,0.06,2.36,2.14,1.41,0.64,9.37,8.76,6.72,3.54
太子,2511,2.53,1.12,9.93,4.95,3.53,1.67,11.97,6.03,4.11,1.56,13.52,6.09,4.18,2.02,12.64,7.91,5.65,2.86
龍邦,2514,0.14,0.04,0.39,0.16,0.13,0.07,0.41,126.53,88.65,39.37,136.77,96.46,55.67,29.13,156.79,123.36,84.34,40.72
中工,2515,3.34,1.74,10.24,7.7,5.38,3.39,9.11,7.28,4.09,2,9.37,5.96,3.93,2.2,9.04,6.81,4.65,2.26
新建,2516,9.94,5.18,36.98,27.13,21.16,12.8,52.03,36.14,24.22,11.97,44.03,30.43,19.05,8.57,37.59,25.78,17.55,7.79
冠德,2520,13.02,4.77,21.82,10.87,6.67,3.7,26.7,14.8,13.38,10.07,14.73,5.22,3.5,2.02,28.45,20.03,14.13,7.58
京城,2524,1.95,0.99,4.54,3.25,1.99,0.98,8.64,6.35,2.7,1.07,12.73,10.5,6.1,2.46,10.19,5.54,3.53,1.56
宏璟,2527,1.95,1.24,11.28,10.88,10.4,0.32,19.01,18.78,1.23,0.71,9.14,1.27,0.45,0.24,6.25,6.13,5.96,0.2
皇普,2528,0.68,0,1.12,0.58,0.56,0.42,2.89,2.7,2.11,1.62,15.83,0.44,0.02,0,0,0,0,0
華建,2530,8.43,8.42,12.01,1.57,0.01,0.01,0.04,0.03,0.02,0.01,2.26,2.25,2.12,1.55,0.98,0.64,0.43,0.26
宏盛,2534,2.05,0.35,2.55,2.05,1.99,0.33,1.65,0.29,0.27,0.01,1.41,0.11,0.06,0.01,0.14,0.11,0.1,0.06
達欣工,2535,32.89,14.67,57.62,40.22,24.81,12.07,55.25,40.78,28.87,14.87,73.54,56.61,37.29,22.95,66.51,47.66,30.45,12.75
宏普,2536,12.45,10.47,15.18,12.93,9.68,7.4,13.52,7.42,5.43,4.05,12.54,5.34,2.73,1.45,13.78,10.77,7.14,3.94
聯上發,2537,3.95,2.79,8.09,1.04,1.04,0.53,4.37,3.6,2.22,1.44,13.36,10.85,9.51,5.39,6.54,4.16,3.16,1.33
基泰,2538,1.31,0.76,12.03,11.95,11.81,5.12,5.64,5.26,5.25,0.4,6.39,4.5,0.76,0.04,5.91,2.97,1.64,0.41
櫻花建,2539,1.57,1.37,11.68,7.02,6.79,0.35,15.53,12.68,7.95,0.67,16.61,5.1,5.09,0,3.79,3.68,0.87,0.87
愛山林,2540,2,0.74,5.72,3.71,2.63,1.42,7.85,5.49,3.5,1.35,5.25,0.59,0,0,0.52,0.45,0.43,0.01
興富發,2542,11.96,8.01,30.38,13.19,9.55,8.26,42.34,33.48,12.42,3.3,47.92,40.38,32.42,24.33,39.14,25.89,17.06,8.63
皇昌,2543,9.7,5.1,22.6,17.71,12.07,5.94,22.62,15.11,8.28,3.75,20.1,13.07,8.68,4.46,20.79,15.13,10.62,4.9
皇翔,2545,36.87,7.97,5.45,2.75,2.4,1.59,14.2,7.9,4.72,0.27,15.68,15.07,11.17,4.42,31.6,28.12,19.7,3.96
根基,2546,39.08,18.04,55.24,39.31,22.45,10.98,52.1,37.37,27.68,15.47,56.33,38.37,24.82,12.86,65.75,49.42,33.45,19.22
日勝生,2547,1.67,0.8,4.01,3.1,2.04,1.04,4.32,2.87,1.77,0.84,35.85,28.63,1.05,0.53,8.77,3.38,2.78,1.12
華固,2548,3.81,0.91,27.28,19.39,15.46,9.34,23.29,5.18,2.61,1.42,37.12,30.83,30.44,29.7,20.01,7.14,5.31,2.51
綠意,2596,2.34,0.19,3.52,3.5,3.26,2.83,8.64,7.66,5.05,2.06,7.99,4.72,4.59,3.94,8.35,4.22,3.13,1.95
潤弘,2597,29.23,13.92,72.3,53.55,39.94,21.57,105.23,77.9,50.08,22.72,111.22,77.53,50.24,22.04,55.49,37.27,25.11,10.81
益航,2601,10.8,5.9,22.91,17.09,12.02,6.61,23.64,16.73,11.55,6.13,21.9,15.25,10.59,5.56,106.29,74.09,52.41,28.52
長榮,2603,16.61,8.14,38.1,29.37,19.96,10.05,41.49,30.8,19.99,9.87,40.06,30.47,20.11,9.61,40.58,29.84,18.27,7.49
新興,2605,3.95,2.09,8.91,6.54,4.28,2.21,7.86,5.72,3.76,1.91,7.28,5.88,4.54,2.28,10.63,8.02,5.58,2.84
裕民,2606,3.51,1.73,9.39,6.99,4.41,2.25,10.65,7.94,5.13,2.47,8.63,6.01,3.84,1.97,8.91,6.97,4.9,2.43
榮運,2607,3.43,1.67,6.89,5.18,3.41,1.65,6.31,4.57,2.91,1.38,5.73,4.29,2.85,1.39,5.72,4.28,2.81,1.37
大榮,2608,9.5,4.71,18.71,13.75,8.92,4.36,17.64,12.98,8.36,3.91,15.61,11.45,7.36,3.64,15.4,11.4,7.35,3.56
陽明,2609,18.27,9.03,42.46,32.5,21.88,11.04,47.18,34.95,21.89,9.89,42.17,31.73,20.36,9.74,46.73,34.22,21.07,9.21
華航,2610,12.59,6.4,26.53,20.09,13.31,6.8,28.7,21.43,13.76,6.72,27.27,20.13,12.94,6.36,27.6,20.9,13.6,6.65
志信,2611,3.48,1.72,7.78,5.84,3.96,2.09,8.26,6.22,3.95,1.91,8.82,6.54,4.28,1.89,22.4,20.36,18.3,2.07
中航,2612,8.28,4.12,13.11,9.8,6.52,3.25,13.61,10.12,6.74,3.3,13,9.62,6.36,3.08,14.28,10.81,7.23,3.61
中櫃,2613,14.3,6.84,30.27,22.54,15,7.07,33.64,25.39,16.55,7.91,34.47,25.63,17,8.27,34.7,25.8,16.82,8.04
東森,2614,7.55,3.94,16.35,12.05,8.02,4.24,18.41,13.51,9.21,4.49,16.84,12.59,8.56,4.64,8.98,6.19,4.17,2.32
萬海,2615,12.8,6.34,28.79,22.06,15.17,7.74,30.19,22.1,14.16,6.65,26.91,20,12.91,6.25,28.23,21.4,13.85,6.6
山隆,2616,61.57,27.93,141.73,107.44,72.02,34.49,181.72,138.38,90.47,43.67,177.47,130.77,85.09,42.53,169.53,125.13,80.86,38.62
台航,2617,2.77,1.36,6.43,4.88,3.24,1.6,6.94,5.24,3.45,1.69,6.64,5.01,3.26,1.6,7.59,5.91,3.97,2.01
長榮航,2618,17.12,8.61,35.55,26.45,17.12,8.65,40.84,30.12,19.13,9.33,38.1,28.42,18.22,8.92,36.86,27.76,18,8.87
台灣高鐵,2633,3.58,1.78,9.26,5.32,3.56,1.77,3.66,,1.82,,3.43,,1.68,,3.23,,1.58,
漢翔,2634,15.2,6.97,29.59,22.02,14.05,6.43,27.44,18.69,12.07,6.13,25.42,19.11,12.81,,24.89,,11.98,
台驊,2636,38.87,18.9,84.22,64.07,43.15,21.46,99.99,72.06,45.64,21.07,106.25,78.91,51.14,23.14,120.76,90.95,58.3,26.35
慧洋-KY,2637,10.42,5.34,21.41,15.78,10.26,5,19.25,14.08,9.22,4.53,18.46,13.66,8.95,4.4,21.3,16.1,10.53,5.26
大車隊,2640,18.19,9.14,36.95,27.56,17.97,8.89,35.08,24.71,15.01,7.07,27.7,20.28,12.79,5.86,22.8,16.96,11.28,5.47
正德,2641,2.55,1.18,6.07,4.6,3.09,1.54,6.59,4.72,3.18,1.58,7.03,5.29,3.46,1.53,6.8,,3.61,
宅配通,2642,13.75,7.04,27.11,20.43,13.65,6.99,26.89,20.1,13.36,6.76,26.99,20.25,13.7,7.09,29.66,,14.53,
捷迅,2643,52.27,25.46,126.78,88.13,58.76,28.75,111.72,,52.58,,108.23,,52.42,,162.46,,,
萬企,2701,0.45,0.23,1,0.77,0.5,0.24,0.98,0.74,0.47,0.23,0.98,0.75,0.49,0.24,0.98,0.77,0.5,0.26
華園,2702,6.72,3.34,9.18,5.99,3.68,1.79,7.82,5.93,4,1.92,7.39,5.6,3.67,1.79,6.67,4.8,3.17,1.54
國賓,2704,4.94,2.63,9.91,7.26,4.9,2.54,9.48,7.03,4.71,2.44,8.76,6.38,4.27,2.25,8.34,6.11,4.14,2.14
六福,2705,4.43,2.27,8.88,6.52,4.23,2.24,8.37,6.37,3.91,1.86,7.51,5.59,3.7,2.02,8.37,6.25,3.88,1.95
第一店,2706,0.38,0.19,0.86,0.65,0.44,0.22,0.94,0.7,0.46,0.23,0.98,0.73,0.48,0.24,1.03,0.77,0.51,0.25
晶華,2707,26.47,13.61,52.67,38.81,26.61,13.68,54.16,39.17,25.88,12.8,53.96,39.07,26.51,13.62,56.63,41.81,28.25,13.43
遠雄來,2712,2.24,1.09,5.29,4.18,2.39,1.17,5.74,4.5,2.4,1.08,4.95,3.79,1.98,0.88,5.39,,2.3,
晶悅,2718,6.01,3.2,12.32,9.04,6.07,3.03,12,8.73,5.91,2.92,11.12,8.14,5.58,2.71,11.47,7.94,5.39,2.72
燦星旅,2719,35.13,18.22,82.56,67.44,43.32,22.52,85.81,69.03,41.12,20.93,84.92,68.05,39.44,20.64,74.11,59.31,36.42,20.14
夏都,2722,3.38,1.42,7.73,6.17,3.43,1.41,8,6.47,3.48,1.36,7.81,6.42,3.47,1.35,7.69,6.2,3.31,1.37
美食-KY,2723,73.56,36.91,144.96,106.33,67.46,33.84,126.99,92.68,59.11,29.9,107.1,79.24,50.86,25.4,95.52,70.47,46.01,23.27
富驛-KY,2724,10.93,5.2,23.52,17.59,11.7,5.33,27.23,20.09,13.02,5.55,28.73,21.16,13.18,5.66,25.48,18.45,11.19,4.35
雅茗-KY,2726,27.46,13.52,58.64,43.9,27.63,13.8,55.83,42.24,27.02,13.71,65.07,49.08,29.78,14.4,64,,,
王品,2727,105.82,54.55,218.67,167.96,111.72,56.88,219.73,168.2,109.27,55.92,199.08,147.72,94.17,46.23,181.11,135.24,85.93,43.19
瓦城,2729,83.71,42.87,148.4,112.11,73.83,37.26,124.88,94.59,60.94,30.84,99.17,73.74,47.35,23.2,82.07,62.61,40.71,20.77
雄獅,2731,149.21,65.5,300.07,232.79,145.2,61.37,252.71,193.14,114.63,48.94,226.49,174.17,102.75,45.69,218.64,,106.85,
六角,2732,30.41,14.64,61.24,43.96,28.4,13.79,60.1,41.18,25.92,12.36,61.4,44.93,28.39,,80.48,,35.2,
易飛網,2734,29.53,14.28,58.63,45.97,29.08,13.67,61.64,48.1,32.71,14.6,72.86,56.25,34.67,15.59,69.98,,31.82,
高野,2736,8.22,4.87,18.65,13.75,9.39,5.18,19.87,14.57,9.56,5.31,16.6,,11.37,,20.21,,8.23,
寒舍,2739,19.13,10.24,44.12,32.08,22.14,11.75,44.19,32.17,21.89,,34.56,,,,31.44,,,
天蔥,2740,25.94,13.69,54.97,42.79,28.07,13.54,72.3,,36.09,,68.99,,26.93,,68.15,,,
雲品,2748,10.89,5.93,20.27,14.38,10.06,5.55,13.36,,,,0,,,,0,,,
彰銀,2801,2.13,1.05,4.48,3.35,2.21,1.09,4.61,3.44,2.24,1.09,4.06,3.02,1.99,0.98,4.63,3.51,2.29,1.13
京城銀,2809,3.58,1.79,6.98,5.3,3.56,1.82,6.53,4.92,3.35,1.6,5.63,4.2,2.76,1.33,6.4,4.74,3.05,1.5
台中銀,2812,2.05,1.02,4.28,3.17,2.1,1.05,4.63,3.42,2.25,1.12,4.61,3.38,2.23,1.08,4.48,3.33,2.16,1.06
旺旺保,2816,14.1,7.08,27.55,20.53,13.99,7.02,27.1,20.7,13.43,6.41,24.8,18.15,11.77,5.92,,,,
華票,2820,1.1,0.54,2.07,1.53,1,0.49,1.92,1.45,0.97,0.47,1.85,1.37,0.89,0.44,1.86,1.42,0.94,0.48
中壽,2823,33.74,14.16,61.05,43.95,27.2,12.57,63.77,47.12,31.37,16.97,76.3,47.35,26.37,14.43,63.78,46.9,30.46,16.59
台產,2832,6.07,3.07,13.6,10.46,7.34,3.15,11.36,8.4,5.55,2.81,11.04,8.27,5.29,2.74,10.58,8.21,5.27,3.01
臺企銀,2834,2.39,1.22,5.17,3.89,2.58,1.27,5.29,3.93,2.56,1.26,5.08,3.76,2.48,1.22,5.39,4.08,2.73,1.35
高雄銀,2836,3.06,1.56,6.83,5.13,3.4,1.68,6.91,5.11,3.36,1.65,6.4,4.76,3.12,1.51,6.61,4.96,3.27,1.6
聯邦銀,2838,2.37,1.17,4.75,3.52,2.32,1.14,4.75,3.58,2.34,1.14,4.97,3.67,2.42,1.2,5.33,4.15,2.66,1.41
台開,2841,0.18,0.09,0.87,0.56,0.34,0.12,2.8,0.51,0.4,0.27,4.07,2.87,0.7,0.04,0.63,0.17,0.1,0.12
遠東銀,2845,2.26,1.15,4.98,3.73,2.53,1.23,5.3,3.97,2.63,1.29,6.03,4.45,2.9,1.42,6.23,4.61,3.02,1.56
安泰銀,2849,2.51,1.29,5.81,4.35,2.92,1.44,5.98,4.43,2.92,1.42,5.99,4.42,3,1.43,6.88,5.03,3.32,1.75
新產,2850,19.93,9.37,38,29.1,17.9,8.58,34.82,26.46,17.33,8.88,31.81,23.46,15.4,7.47,29.35,21.74,14.17,7.06
中再保,2851,11.87,5.82,25.02,19.04,12.99,6.81,28.96,21.77,14.6,7.32,27.36,20.65,13.24,6.67,26.03,19.58,13.18,6.99
第一保,2852,8.91,4.24,16.84,12.22,8.45,4.08,16.34,12.08,7.58,3.82,16.45,12.42,8.18,4.43,15.71,11.88,7.68,3.66
統一證,2855,1.61,0.91,3.51,2.73,2.15,0.87,3.9,2.99,2.38,1.14,3.49,2.52,1.59,0.88,,,,
元富證,2856,1.48,0.63,3.99,2.51,1.61,0.86,3.46,2.66,1.93,0.83,3.01,2.16,1.43,0.8,,,,
